# wavelength (microns), QE
31.7600,-0.0172
31.7800,-0.0176
31.8000,-0.0180
31.8200,-0.0184
31.8400,-0.0188
31.8600,-0.0192
31.8800,-0.0196
31.9000,-0.0200
31.9200,-0.0204
31.9400,-0.0208
31.9600,-0.0212
31.9800,-0.0216
32.0000,-0.0220
32.0200,-0.0224
32.0400,-0.0228
32.0600,-0.0232
32.0800,-0.0236
32.1000,-0.0240
32.1200,-0.0244
32.1400,-0.0248
32.1600,-0.0252
32.1800,-0.0256
32.2000,-0.0260
32.2200,-0.0264
32.2400,-0.0268
32.2600,-0.0272
32.2800,-0.0276
32.3000,-0.0280
32.3200,-0.0284
32.3400,-0.0288
32.3600,-0.0292
32.3800,-0.0296
32.4000,-0.0300
32.4200,-0.0304
32.4400,-0.0308
32.4600,-0.0312
32.4800,-0.0316
32.5000,-0.0320
32.5200,-0.0324
32.5400,-0.0328
32.5600,-0.0332
32.5800,-0.0336
32.6000,-0.0340
32.6200,-0.0344
32.6400,-0.0348
32.6600,-0.0352
32.6800,-0.0356
32.7000,-0.0360
32.7200,-0.0364
32.7400,-0.0368
32.7600,-0.0372
32.7800,-0.0376
32.8000,-0.0380
32.8200,-0.0384
32.8400,-0.0388
32.8600,-0.0392
32.8800,-0.0396
32.9000,-0.0400
32.9200,-0.0404
32.9400,-0.0408
32.9600,-0.0412
32.9800,-0.0416
33.0000,-0.0420
33.0200,-0.0424
33.0400,-0.0428
33.0600,-0.0432
33.0800,-0.0436
33.1000,-0.0440
33.1200,-0.0444
33.1400,-0.0448
33.1600,-0.0452
33.1800,-0.0456
33.2000,-0.0460
33.2200,-0.0464
33.2400,-0.0468
33.2600,-0.0472
33.2800,-0.0476
33.3000,-0.0480
33.3200,-0.0484
33.3400,-0.0488
33.3600,-0.0492
33.3800,-0.0496
33.4000,-0.0500
33.4200,-0.0504
33.4400,-0.0508
33.4600,-0.0512
33.4800,-0.0516
33.5000,-0.0520
33.5200,-0.0524
33.5400,-0.0528
33.5600,-0.0532
33.5800,-0.0536
33.6000,-0.0540
33.6200,-0.0544
33.6400,-0.0548
33.6600,-0.0552
33.6800,-0.0556
33.7000,-0.0560
33.7200,-0.0564
33.7400,-0.0568
33.7600,-0.0572
33.7800,-0.0576
33.8000,-0.0580
33.8200,-0.0584
33.8400,-0.0588
33.8600,-0.0592
33.8800,-0.0596
33.9000,-0.0600
33.9200,-0.0604
33.9400,-0.0608
33.9600,-0.0612
33.9800,-0.0616
34.0000,-0.0620
34.0200,-0.0624
34.0400,-0.0628
34.0600,-0.0632
34.0800,-0.0636
34.1000,-0.0640
34.1200,-0.0644
34.1400,-0.0648
34.1600,-0.0652
34.1800,-0.0656
34.2000,-0.0660
34.2200,-0.0664
34.2400,-0.0668
34.2600,-0.0672
34.2800,-0.0676
34.3000,-0.0680
34.3200,-0.0684
34.3400,-0.0688
34.3600,-0.0692
34.3800,-0.0696
34.4000,-0.0700
34.4200,-0.0704
34.4400,-0.0708
34.4600,-0.0712
34.4800,-0.0716
34.5000,-0.0720
34.5200,-0.0724
34.5400,-0.0728
34.5600,-0.0732
34.5800,-0.0736
34.6000,-0.0740
34.6200,-0.0744
34.6400,-0.0748
34.6600,-0.0752
34.6800,-0.0756
34.7000,-0.0760
34.7200,-0.0764
34.7400,-0.0768
34.7600,-0.0772
34.7800,-0.0776
34.8000,-0.0780
34.8200,-0.0784
34.8400,-0.0788
34.8600,-0.0792
34.8800,-0.0796
34.9000,-0.0800
34.9200,-0.0804
34.9400,-0.0808
34.9600,-0.0812
34.9800,-0.0816
