# wavelength (microns), QE
31.7600,-0.0167
31.7800,-0.0170
31.8000,-0.0174
31.8200,-0.0178
31.8400,-0.0181
31.8600,-0.0185
31.8800,-0.0188
31.9000,-0.0192
31.9200,-0.0196
31.9400,-0.0199
31.9600,-0.0203
31.9800,-0.0206
32.0000,-0.0210
32.0200,-0.0214
32.0400,-0.0217
32.0600,-0.0221
32.0800,-0.0224
32.1000,-0.0228
32.1200,-0.0232
32.1400,-0.0235
32.1600,-0.0239
32.1800,-0.0242
32.2000,-0.0246
32.2200,-0.0250
32.2400,-0.0253
32.2600,-0.0257
32.2800,-0.0260
32.3000,-0.0264
32.3200,-0.0268
32.3400,-0.0271
32.3600,-0.0275
32.3800,-0.0278
32.4000,-0.0282
32.4200,-0.0286
32.4400,-0.0289
32.4600,-0.0293
32.4800,-0.0296
32.5000,-0.0300
32.5200,-0.0304
32.5400,-0.0307
32.5600,-0.0311
32.5800,-0.0314
32.6000,-0.0318
32.6200,-0.0322
32.6400,-0.0325
32.6600,-0.0329
32.6800,-0.0332
32.7000,-0.0336
32.7200,-0.0340
32.7400,-0.0343
32.7600,-0.0347
32.7800,-0.0350
32.8000,-0.0354
32.8200,-0.0358
32.8400,-0.0361
32.8600,-0.0365
32.8800,-0.0368
32.9000,-0.0372
32.9200,-0.0376
32.9400,-0.0379
32.9600,-0.0383
32.9800,-0.0386
33.0000,-0.0390
33.0200,-0.0394
33.0400,-0.0397
33.0600,-0.0401
33.0800,-0.0404
33.1000,-0.0408
33.1200,-0.0412
33.1400,-0.0415
33.1600,-0.0419
33.1800,-0.0422
33.2000,-0.0426
33.2200,-0.0430
33.2400,-0.0433
33.2600,-0.0437
33.2800,-0.0440
33.3000,-0.0444
33.3200,-0.0448
33.3400,-0.0451
33.3600,-0.0455
33.3800,-0.0458
33.4000,-0.0462
33.4200,-0.0466
33.4400,-0.0469
33.4600,-0.0473
33.4800,-0.0476
33.5000,-0.0480
33.5200,-0.0484
33.5400,-0.0487
33.5600,-0.0491
33.5800,-0.0494
33.6000,-0.0498
33.6200,-0.0502
33.6400,-0.0505
33.6600,-0.0509
33.6800,-0.0512
33.7000,-0.0516
33.7200,-0.0520
33.7400,-0.0523
33.7600,-0.0527
33.7800,-0.0530
33.8000,-0.0534
33.8200,-0.0538
33.8400,-0.0541
33.8600,-0.0545
33.8800,-0.0548
33.9000,-0.0552
33.9200,-0.0556
33.9400,-0.0559
33.9600,-0.0563
33.9800,-0.0566
34.0000,-0.0570
34.0200,-0.0574
34.0400,-0.0577
34.0600,-0.0581
34.0800,-0.0584
34.1000,-0.0588
34.1200,-0.0592
34.1400,-0.0595
34.1600,-0.0599
34.1800,-0.0602
34.2000,-0.0606
34.2200,-0.0610
34.2400,-0.0613
34.2600,-0.0617
34.2800,-0.0620
34.3000,-0.0624
34.3200,-0.0628
34.3400,-0.0631
34.3600,-0.0635
34.3800,-0.0638
34.4000,-0.0642
34.4200,-0.0646
34.4400,-0.0649
34.4600,-0.0653
34.4800,-0.0656
34.5000,-0.0660
34.5200,-0.0664
34.5400,-0.0667
34.5600,-0.0671
34.5800,-0.0674
34.6000,-0.0678
34.6200,-0.0682
34.6400,-0.0685
34.6600,-0.0689
34.6800,-0.0692
34.7000,-0.0696
34.7200,-0.0700
34.7400,-0.0703
34.7600,-0.0707
34.7800,-0.0710
34.8000,-0.0714
34.8200,-0.0718
34.8400,-0.0721
34.8600,-0.0725
34.8800,-0.0728
34.9000,-0.0732
34.9200,-0.0736
34.9400,-0.0739
34.9600,-0.0743
34.9800,-0.0746
