# wavelength (microns), transmission, emissivity
5.8266,0.6711,0.000
5.8303,0.6712,0.000
5.8339,0.6713,0.000
5.8376,0.6714,0.000
5.8413,0.6715,0.000
5.8449,0.6716,0.000
5.8486,0.6717,0.000
5.8523,0.6718,0.000
5.8560,0.6719,0.000
5.8596,0.6720,0.000
5.8633,0.6721,0.000
5.8670,0.6722,0.000
5.8706,0.6723,0.000
5.8743,0.6724,0.000
5.8780,0.6725,0.000
5.8816,0.6726,0.000
5.8853,0.6727,0.000
5.8890,0.6728,0.000
5.8926,0.6729,0.000
5.8963,0.6730,0.000
5.9000,0.6731,0.000
5.9036,0.6731,0.000
5.9073,0.6732,0.000
5.9110,0.6733,0.000
5.9146,0.6734,0.000
5.9183,0.6735,0.000
5.9220,0.6736,0.000
5.9256,0.6737,0.000
5.9293,0.6738,0.000
5.9330,0.6739,0.000
5.9366,0.6740,0.000
5.9403,0.6741,0.000
5.9440,0.6742,0.000
5.9476,0.6743,0.000
5.9513,0.6744,0.000
5.9550,0.6745,0.000
5.9587,0.6746,0.000
5.9623,0.6747,0.000
5.9660,0.6748,0.000
5.9697,0.6749,0.000
5.9733,0.6750,0.000
5.9770,0.6751,0.000
5.9807,0.6752,0.000
5.9843,0.6753,0.000
5.9880,0.6754,0.000
5.9917,0.6755,0.000
5.9953,0.6756,0.000
5.9990,0.6756,0.000
6.0027,0.6757,0.000
6.0063,0.6758,0.000
6.0100,0.6759,0.000
6.0137,0.6760,0.000
6.0173,0.6761,0.000
6.0210,0.6762,0.000
6.0247,0.6763,0.000
6.0283,0.6763,0.000
6.0320,0.6763,0.000
6.0357,0.6763,0.000
6.0393,0.6763,0.000
6.0430,0.6763,0.000
6.0467,0.6763,0.000
6.0504,0.6763,0.000
6.0540,0.6763,0.000
6.0577,0.6763,0.000
6.0614,0.6763,0.000
6.0650,0.6763,0.000
6.0687,0.6763,0.000
6.0724,0.6763,0.000
6.0760,0.6763,0.000
6.0797,0.6763,0.000
6.0834,0.6763,0.000
6.0870,0.6763,0.000
6.0907,0.6763,0.000
6.0944,0.6763,0.000
6.0980,0.6763,0.000
6.1017,0.6763,0.000
6.1054,0.6763,0.000
6.1090,0.6763,0.000
6.1127,0.6763,0.000
6.1164,0.6763,0.000
6.1200,0.6763,0.000
6.1237,0.6763,0.000
6.1274,0.6763,0.000
6.1310,0.6763,0.000
6.1347,0.6763,0.000
6.1384,0.6763,0.000
6.1420,0.6763,0.000
6.1457,0.6763,0.000
6.1494,0.6763,0.000
6.1531,0.6763,0.000
6.1567,0.6763,0.000
6.1604,0.6763,0.000
6.1641,0.6763,0.000
6.1677,0.6763,0.000
6.1714,0.6763,0.000
6.1751,0.6763,0.000
6.1787,0.6763,0.000
6.1824,0.6763,0.000
6.1861,0.6763,0.000
6.1897,0.6763,0.000
6.1934,0.6763,0.000
6.1971,0.6763,0.000
6.2007,0.6763,0.000
6.2044,0.6763,0.000
6.2081,0.6763,0.000
6.2117,0.6763,0.000
6.2154,0.6763,0.000
6.2191,0.6763,0.000
6.2227,0.6763,0.000
6.2264,0.6763,0.000
6.2301,0.6763,0.000
6.2337,0.6763,0.000
6.2374,0.6763,0.000
6.2411,0.6763,0.000
6.2447,0.6763,0.000
6.2484,0.6763,0.000
6.2521,0.6763,0.000
6.2558,0.6763,0.000
6.2594,0.6763,0.000
6.2631,0.6763,0.000
6.2668,0.6763,0.000
6.2704,0.6763,0.000
6.2741,0.6763,0.000
6.2778,0.6763,0.000
6.2814,0.6763,0.000
6.2851,0.6763,0.000
6.2888,0.6763,0.000
6.2924,0.6763,0.000
6.2961,0.6763,0.000
6.2998,0.6763,0.000
6.3034,0.6763,0.000
6.3071,0.6763,0.000
6.3108,0.6763,0.000
6.3144,0.6763,0.000
6.3181,0.6763,0.000
6.3218,0.6763,0.000
6.3254,0.6763,0.000
6.3291,0.6763,0.000
6.3328,0.6763,0.000
6.3364,0.6763,0.000
6.3401,0.6763,0.000
6.3438,0.6763,0.000
6.3474,0.6764,0.000
6.3511,0.6764,0.000
6.3548,0.6764,0.000
6.3585,0.6765,0.000
6.3621,0.6765,0.000
6.3658,0.6766,0.000
6.3695,0.6766,0.000
6.3731,0.6767,0.000
6.3768,0.6767,0.000
6.3805,0.6768,0.000
6.3841,0.6768,0.000
6.3878,0.6769,0.000
6.3915,0.6769,0.000
6.3951,0.6769,0.000
6.3988,0.6770,0.000
6.4025,0.6770,0.000
6.4061,0.6771,0.000
6.4098,0.6771,0.000
6.4135,0.6772,0.000
6.4171,0.6772,0.000
6.4208,0.6773,0.000
6.4245,0.6773,0.000
6.4281,0.6774,0.000
6.4318,0.6774,0.000
6.4355,0.6774,0.000
6.4391,0.6775,0.000
6.4428,0.6775,0.000
6.4465,0.6776,0.000
6.4502,0.6776,0.000
6.4538,0.6777,0.000
6.4575,0.6777,0.000
6.4612,0.6778,0.000
6.4648,0.6778,0.000
6.4685,0.6779,0.000
6.4722,0.6779,0.000
6.4758,0.6779,0.000
6.4795,0.6780,0.000
6.4832,0.6780,0.000
6.4868,0.6781,0.000
6.4905,0.6781,0.000
6.4942,0.6782,0.000
6.4978,0.6782,0.000
6.5015,0.6783,0.000
6.5052,0.6783,0.000
6.5088,0.6784,0.000
6.5125,0.6784,0.000
6.5162,0.6784,0.000
6.5198,0.6784,0.000
6.5235,0.6785,0.000
6.5272,0.6785,0.000
6.5308,0.6785,0.000
6.5345,0.6785,0.000
6.5382,0.6785,0.000
6.5418,0.6785,0.000
6.5455,0.6786,0.000
6.5492,0.6786,0.000
6.5529,0.6786,0.000
6.5565,0.6786,0.000
6.5602,0.6786,0.000
6.5639,0.6786,0.000
6.5675,0.6787,0.000
6.5712,0.6787,0.000
6.5749,0.6787,0.000
6.5785,0.6787,0.000
6.5822,0.6787,0.000
6.5859,0.6787,0.000
6.5895,0.6787,0.000
6.5932,0.6788,0.000
6.5969,0.6788,0.000
6.6005,0.6788,0.000
6.6042,0.6788,0.000
6.6079,0.6788,0.000
6.6115,0.6788,0.000
6.6152,0.6789,0.000
6.6189,0.6789,0.000
6.6225,0.6789,0.000
6.6262,0.6789,0.000
6.6299,0.6789,0.000
6.6335,0.6789,0.000
6.6372,0.6790,0.000
6.6409,0.6790,0.000
6.6445,0.6790,0.000
6.6482,0.6790,0.000
6.6519,0.6790,0.000
6.6556,0.6790,0.000
6.6592,0.6791,0.000
6.6629,0.6791,0.000
6.6666,0.6791,0.000
6.6702,0.6791,0.000
6.6739,0.6791,0.000
6.6776,0.6791,0.000
6.6812,0.6791,0.000
6.6849,0.6792,0.000
6.6886,0.6792,0.000
6.6922,0.6792,0.000
6.6959,0.6792,0.000
6.6996,0.6792,0.000
6.7032,0.6792,0.000
6.7069,0.6793,0.000
6.7106,0.6793,0.000
6.7142,0.6793,0.000
6.7179,0.6793,0.000
6.7216,0.6793,0.000
6.7252,0.6793,0.000
6.7289,0.6794,0.000
6.7326,0.6794,0.000
6.7362,0.6794,0.000
6.7399,0.6794,0.000
6.7436,0.6794,0.000
6.7472,0.6794,0.000
6.7509,0.6795,0.000
6.7546,0.6795,0.000
6.7583,0.6795,0.000
6.7619,0.6795,0.000
6.7656,0.6795,0.000
6.7693,0.6795,0.000
6.7729,0.6795,0.000
6.7766,0.6796,0.000
6.7803,0.6796,0.000
6.7839,0.6796,0.000
6.7876,0.6796,0.000
6.7913,0.6796,0.000
6.7949,0.6796,0.000
6.7986,0.6797,0.000
6.8023,0.6797,0.000
6.8059,0.6797,0.000
6.8096,0.6797,0.000
6.8133,0.6797,0.000
6.8169,0.6797,0.000
6.8206,0.6798,0.000
6.8243,0.6798,0.000
6.8279,0.6798,0.000
6.8316,0.6798,0.000
6.8353,0.6798,0.000
6.8389,0.6798,0.000
6.8426,0.6799,0.000
6.8463,0.6799,0.000
6.8499,0.6799,0.000
6.8536,0.6799,0.000
6.8573,0.6799,0.000
6.8610,0.6800,0.000
6.8646,0.6800,0.000
6.8683,0.6800,0.000
6.8720,0.6800,0.000
6.8756,0.6800,0.000
6.8793,0.6801,0.000
6.8830,0.6801,0.000
6.8866,0.6801,0.000
6.8903,0.6801,0.000
6.8940,0.6801,0.000
6.8976,0.6802,0.000
6.9013,0.6802,0.000
6.9050,0.6802,0.000
6.9086,0.6802,0.000
6.9123,0.6802,0.000
6.9160,0.6803,0.000
6.9196,0.6803,0.000
6.9233,0.6803,0.000
6.9270,0.6803,0.000
6.9306,0.6803,0.000
6.9343,0.6804,0.000
6.9380,0.6804,0.000
6.9416,0.6804,0.000
6.9453,0.6804,0.000
6.9490,0.6804,0.000
6.9527,0.6805,0.000
6.9563,0.6805,0.000
6.9600,0.6805,0.000
6.9637,0.6805,0.000
6.9673,0.6805,0.000
6.9710,0.6806,0.000
6.9747,0.6806,0.000
6.9783,0.6806,0.000
6.9820,0.6806,0.000
6.9857,0.6806,0.000
6.9893,0.6807,0.000
6.9930,0.6807,0.000
6.9967,0.6807,0.000
7.0003,0.6807,0.000
7.0040,0.6807,0.000
7.0077,0.6808,0.000
7.0113,0.6808,0.000
7.0150,0.6808,0.000
7.0187,0.6808,0.000
7.0223,0.6808,0.000
7.0260,0.6809,0.000
7.0297,0.6809,0.000
7.0333,0.6809,0.000
7.0370,0.6809,0.000
7.0407,0.6809,0.000
7.0443,0.6810,0.000
7.0480,0.6810,0.000
7.0517,0.6810,0.000
7.0554,0.6810,0.000
7.0590,0.6810,0.000
7.0627,0.6811,0.000
7.0664,0.6811,0.000
7.0700,0.6811,0.000
7.0737,0.6811,0.000
7.0774,0.6811,0.000
7.0810,0.6812,0.000
7.0847,0.6812,0.000
7.0884,0.6812,0.000
7.0920,0.6812,0.000
7.0957,0.6812,0.000
7.0994,0.6813,0.000
7.1030,0.6813,0.000
7.1067,0.6813,0.000
7.1104,0.6813,0.000
7.1140,0.6813,0.000
7.1177,0.6814,0.000
7.1214,0.6814,0.000
7.1250,0.6814,0.000
7.1287,0.6814,0.000
7.1324,0.6814,0.000
7.1360,0.6815,0.000
7.1397,0.6815,0.000
7.1434,0.6815,0.000
7.1470,0.6815,0.000
7.1507,0.6815,0.000
7.1544,0.6816,0.000
7.1581,0.6816,0.000
7.1617,0.6816,0.000
7.1654,0.6816,0.000
7.1691,0.6816,0.000
7.1727,0.6817,0.000
7.1764,0.6817,0.000
7.1801,0.6817,0.000
7.1837,0.6817,0.000
7.1874,0.6817,0.000
7.1911,0.6818,0.000
7.1947,0.6818,0.000
7.1984,0.6818,0.000
7.2021,0.6818,0.000
7.2057,0.6818,0.000
7.2094,0.6819,0.000
7.2131,0.6819,0.000
7.2167,0.6819,0.000
7.2204,0.6819,0.000
7.2241,0.6819,0.000
7.2277,0.6819,0.000
7.2314,0.6819,0.000
7.2351,0.6819,0.000
7.2387,0.6819,0.000
7.2424,0.6819,0.000
7.2461,0.6819,0.000
7.2497,0.6819,0.000
7.2534,0.6819,0.000
7.2571,0.6819,0.000
7.2608,0.6819,0.000
7.2644,0.6819,0.000
7.2681,0.6819,0.000
7.2718,0.6819,0.000
7.2754,0.6819,0.000
7.2791,0.6819,0.000
7.2828,0.6819,0.000
7.2864,0.6819,0.000
7.2901,0.6819,0.000
7.2938,0.6819,0.000
7.2974,0.6819,0.000
7.3011,0.6819,0.000
7.3048,0.6819,0.000
7.3084,0.6819,0.000
7.3121,0.6819,0.000
7.3158,0.6819,0.000
7.3194,0.6819,0.000
7.3231,0.6819,0.000
7.3268,0.6819,0.000
7.3304,0.6819,0.000
7.3341,0.6819,0.000
7.3378,0.6819,0.000
7.3414,0.6819,0.000
7.3451,0.6819,0.000
7.3488,0.6819,0.000
7.3525,0.6819,0.000
7.3561,0.6819,0.000
7.3598,0.6819,0.000
7.3635,0.6819,0.000
7.3671,0.6819,0.000
7.3708,0.6819,0.000
7.3745,0.6819,0.000
7.3781,0.6819,0.000
7.3818,0.6819,0.000
7.3855,0.6819,0.000
7.3891,0.6819,0.000
7.3928,0.6819,0.000
7.3965,0.6819,0.000
7.4001,0.6819,0.000
7.4038,0.6819,0.000
7.4075,0.6819,0.000
7.4111,0.6819,0.000
7.4148,0.6819,0.000
7.4185,0.6819,0.000
7.4221,0.6819,0.000
7.4258,0.6819,0.000
7.4295,0.6819,0.000
7.4331,0.6819,0.000
7.4368,0.6819,0.000
7.4405,0.6819,0.000
7.4441,0.6819,0.000
7.4478,0.6819,0.000
7.4515,0.6819,0.000
7.4552,0.6819,0.000
7.4588,0.6819,0.000
7.4625,0.6819,0.000
7.4662,0.6819,0.000
7.4698,0.6819,0.000
7.4735,0.6819,0.000
7.4772,0.6819,0.000
7.4808,0.6819,0.000
7.4845,0.6819,0.000
7.4882,0.6819,0.000
7.4918,0.6819,0.000
7.4955,0.6819,0.000
7.4992,0.6819,0.000
7.5028,0.6819,0.000
7.5065,0.6819,0.000
7.5102,0.6819,0.000
7.5138,0.6819,0.000
7.5175,0.6819,0.000
7.5212,0.6819,0.000
7.5248,0.6819,0.000
7.5285,0.6819,0.000
7.5322,0.6819,0.000
7.5358,0.6819,0.000
7.5395,0.6819,0.000
7.5432,0.6819,0.000
7.5468,0.6819,0.000
7.5505,0.6819,0.000
7.5542,0.6819,0.000
7.5579,0.6819,0.000
7.5615,0.6819,0.000
7.5652,0.6819,0.000
7.5689,0.6819,0.000
7.5725,0.6819,0.000
7.5762,0.6819,0.000
7.5799,0.6819,0.000
