# wavelength (microns), beta, x (microns), y (microns)
1.2470,10.4000,29070.0000,566.9874
1.2480,10.4000,29052.0000,566.6868
1.2489,10.4000,29034.0000,566.3880
1.2499,10.4000,29016.0000,566.0946
1.2509,10.4000,28998.0000,565.8030
1.2519,10.4000,28980.0000,565.5150
1.2528,10.4000,28962.0000,565.2306
1.2538,10.4000,28944.0000,564.9480
1.2548,10.4000,28926.0000,564.6708
1.2557,10.4000,28908.0000,564.3954
1.2567,10.4000,28890.0000,564.1218
1.2577,10.4000,28872.0000,563.8536
1.2587,10.4000,28854.0000,563.5872
1.2596,10.4000,28836.0000,563.3244
1.2606,10.4000,28818.0000,563.0652
1.2616,10.4000,28800.0000,562.8078
1.2625,10.4000,28782.0000,562.5540
1.2635,10.4000,28764.0000,562.3038
1.2645,10.4000,28746.0000,562.0554
1.2654,10.4000,28728.0000,561.8106
1.2664,10.4000,28710.0000,561.5694
1.2674,10.4000,28692.0000,561.3300
1.2683,10.4000,28674.0000,561.0960
1.2693,10.4000,28656.0000,560.8620
1.2703,10.4000,28638.0000,560.6334
1.2713,10.4000,28620.0000,560.4066
1.2722,10.4000,28602.0000,560.1834
1.2732,10.4000,28584.0000,559.9620
1.2742,10.4000,28566.0000,559.7442
1.2751,10.4000,28548.0000,559.5300
1.2761,10.4000,28530.0000,559.3176
1.2771,10.4000,28512.0000,559.1088
1.2781,10.4000,28494.0000,558.9018
1.2790,10.4000,28476.0000,558.6984
1.2800,10.4000,28458.0000,558.4986
1.2810,10.4000,28440.0000,558.3024
1.2819,10.4000,28422.0000,558.1062
1.2829,10.4000,28404.0000,557.9154
1.2839,10.4000,28386.0000,557.7264
1.2848,10.4000,28368.0000,557.5410
1.2858,10.4000,28350.0000,557.3574
1.2868,10.4000,28332.0000,557.1756
1.2878,10.4000,28314.0000,556.9992
1.2887,10.4000,28296.0000,556.8246
1.2897,10.4000,28278.0000,556.6518
1.2907,10.4000,28260.0000,556.4826
1.2916,10.4000,28242.0000,556.3152
1.2926,10.4000,28224.0000,556.1514
1.2936,10.4000,28206.0000,555.9912
1.2945,10.4000,28188.0000,555.8328
1.2955,10.4000,28170.0000,555.6780
1.2965,10.4000,28152.0000,555.5250
1.2974,10.4000,28134.0000,555.3738
1.2984,10.4000,28116.0000,555.2262
1.2994,10.4000,28098.0000,555.0822
1.3004,10.4000,28080.0000,554.9400
1.3013,10.4000,28062.0000,554.8014
1.3023,10.4000,28044.0000,554.6646
1.3033,10.4000,28026.0000,554.5296
1.3042,10.4000,28008.0000,554.3982
1.3052,10.4000,27990.0000,554.2686
1.3062,10.4000,27972.0000,554.1426
