# wavelength (microns), beta, x (microns), y (microns)
1.1240,0.0000,31730.0547,0.0000
1.1255,0.0000,31772.6250,0.0000
1.1270,0.0000,31815.1934,0.0000
1.1285,0.0000,31857.7656,0.0000
1.1300,0.0000,31900.3418,0.0000
1.1315,0.0000,31942.9141,0.0000
1.1330,0.0000,31985.4902,0.0000
1.1345,0.0000,32028.0664,0.0000
1.1360,0.0000,32070.6426,0.0000
1.1375,0.0000,32113.2227,0.0000
1.1390,0.0000,32155.8047,0.0000
1.1405,0.0000,32198.3809,0.0000
1.1420,0.0000,32240.9648,0.0000
1.1435,0.0000,32283.5488,0.0000
1.1450,0.0000,32326.1348,0.0000
1.1465,0.0000,32368.7188,0.0000
1.1480,0.0000,32411.3066,0.0000
1.1495,0.0000,32453.8945,0.0000
1.1510,0.0000,32496.4844,0.0000
1.1525,0.0000,32539.0762,0.0000
1.1540,0.0000,32581.6680,0.0000
1.1555,0.0000,32624.2617,0.0000
1.1570,0.0000,32666.8516,0.0000
1.1585,0.0000,32709.4473,0.0000
1.1600,0.0000,32752.0469,0.0000
1.1615,0.0000,32794.6406,0.0000
1.1630,0.0000,32837.2422,0.0000
1.1645,0.0000,32879.8438,0.0000
1.1660,0.0000,32922.4453,0.0000
1.1675,0.0000,32965.0469,0.0000
1.1690,0.0000,33007.6523,0.0000
1.1705,0.0000,33050.2578,0.0000
1.1720,0.0000,33092.8633,0.0000
1.1735,0.0000,33135.4727,0.0000
1.1750,0.0000,33178.0820,0.0000
1.1765,0.0000,33220.6914,0.0000
1.1780,0.0000,33263.3008,0.0000
1.1795,0.0000,33305.9141,0.0000
1.1810,0.0000,33348.5273,0.0000
1.1825,0.0000,33391.1406,0.0000
1.1840,0.0000,33433.7578,0.0000
1.1855,0.0000,33476.3750,0.0000
1.1870,0.0000,33518.9961,0.0000
1.1885,0.0000,33561.6172,0.0000
1.1900,0.0000,33604.2383,0.0000
1.1915,0.0000,33646.8594,0.0000
1.1930,0.0000,33689.4805,0.0000
1.1945,0.0000,33732.1055,0.0000
1.1960,0.0000,33774.7344,0.0000
1.1975,0.0000,33817.3555,0.0000
1.1990,0.0000,33859.9883,0.0000
1.2005,0.0000,33902.6172,0.0000
1.2020,0.0000,33945.2500,0.0000
1.2035,0.0000,33987.8828,0.0000
1.2050,0.0000,34030.5195,0.0000
1.2065,0.0000,34073.1484,0.0000
1.2080,0.0000,34115.7812,0.0000
1.2095,0.0000,34158.4219,0.0000
1.2110,0.0000,34201.0625,0.0000
1.2125,0.0000,34243.6992,0.0000
1.2140,0.0000,34286.3398,0.0000
1.2155,0.0000,34328.9844,0.0000
1.2170,0.0000,34371.6289,0.0000
1.2185,0.0000,34414.2773,0.0000
1.2200,0.0000,34456.9219,0.0000
1.2215,0.0000,34499.5703,0.0000
1.2230,0.0000,34542.2188,0.0000
1.2245,0.0000,34584.8672,0.0000
1.2260,0.0000,34627.5156,0.0000
1.2275,0.0000,34670.1719,0.0000
1.2290,0.0000,34712.8281,0.0000
1.2305,0.0000,34755.4805,0.0000
1.2320,0.0000,34798.1406,0.0000
1.2335,0.0000,34840.7969,0.0000
1.2350,0.0000,34883.4531,0.0000
1.2365,0.0000,34926.1172,0.0000
1.2380,0.0000,34968.7773,0.0000
1.2395,0.0000,35011.4414,0.0000
1.2410,0.0000,35054.1055,0.0000
1.2425,0.0000,35096.7695,0.0000
1.2440,0.0000,35139.4375,0.0000
1.2455,0.0000,35182.1016,0.0000
1.2470,0.0000,35224.7734,0.0000
1.2485,0.0000,35267.4453,0.0000
1.2500,0.0000,35310.1172,0.0000
1.2515,0.0000,35352.7930,0.0000
1.2530,0.0000,35395.4648,0.0000
1.2545,0.0000,35438.1445,0.0000
1.2560,0.0000,35480.8242,0.0000
1.2575,0.0000,35523.5000,0.0000
1.2590,0.0000,35566.1797,0.0000
1.2605,0.0000,35608.8594,0.0000
1.2620,0.0000,35651.5430,0.0000
1.2635,0.0000,35694.2266,0.0000
1.2650,0.0000,35736.9141,0.0000
1.2665,0.0000,35779.6016,0.0000
1.2680,0.0000,35822.2891,0.0000
1.2695,0.0000,35864.9766,0.0000
1.2710,0.0000,35907.6719,0.0000
1.2725,0.0000,35950.3633,0.0000
1.2740,0.0000,35993.0547,0.0000
1.2755,0.0000,36035.7500,0.0000
1.2770,0.0000,36078.4453,0.0000
1.2785,0.0000,36121.1445,0.0000
1.2800,0.0000,36163.8438,0.0000
1.2815,0.0000,36206.5430,0.0000
1.2830,0.0000,36249.2461,0.0000
1.2845,0.0000,36291.9492,0.0000
1.2860,0.0000,36334.6562,0.0000
1.2875,0.0000,36377.3594,0.0000
1.2890,0.0000,36420.0703,0.0000
1.2905,0.0000,36462.7773,0.0000
1.2920,0.0000,36505.4883,0.0000
1.2935,0.0000,36548.1953,0.0000
1.2950,0.0000,36590.9102,0.0000
1.2965,0.0000,36633.6250,0.0000
1.2980,0.0000,36676.3398,0.0000
1.2995,0.0000,36719.0586,0.0000
1.3010,0.0000,36761.7734,0.0000
1.3025,0.0000,36804.4961,0.0000
1.3040,0.0000,36847.2188,0.0000
1.3055,0.0000,36889.9414,0.0000
1.3070,0.0000,36932.6641,0.0000
1.3085,0.0000,36975.3867,0.0000
1.3100,0.0000,37018.1133,0.0000
1.3115,0.0000,37060.8398,0.0000
1.3130,0.0000,37103.5703,0.0000
1.3145,0.0000,37146.3008,0.0000
1.3160,0.0000,37189.0312,0.0000
1.3175,0.0000,37231.7656,0.0000
1.3190,0.0000,37274.5000,0.0000
1.3205,0.0000,37317.2422,0.0000
1.3220,0.0000,37359.9805,0.0000
1.3235,0.0000,37402.7188,0.0000
1.3250,0.0000,37445.4570,0.0000
1.3265,0.0000,37488.2031,0.0000
1.3280,0.0000,37530.9414,0.0000
1.3295,0.0000,37573.6875,0.0000
1.3310,0.0000,37616.4375,0.0000
1.3325,0.0000,37659.1797,0.0000
1.3340,0.0000,37701.9297,0.0000
1.3355,0.0000,37744.6797,0.0000
