# wavelength (microns), beta, x (microns), y (microns)
1.3415,0.0000,1817.5208,0.0000
1.3470,0.0000,1822.5544,0.0000
1.3525,0.0000,1827.5784,0.0000
1.3580,0.0000,1832.5931,0.0000
1.3635,0.0000,1837.5989,0.0000
1.3690,0.0000,1842.5962,0.0000
1.3745,0.0000,1847.5852,0.0000
1.3800,0.0000,1852.5663,0.0000
1.3855,0.0000,1857.5398,0.0000
1.3910,0.0000,1862.5061,0.0000
1.3965,0.0000,1867.4656,0.0000
1.4020,0.0000,1872.4183,0.0000
1.4075,0.0000,1877.3649,0.0000
1.4130,0.0000,1882.3054,0.0000
1.4185,0.0000,1887.2404,0.0000
1.4240,0.0000,1892.1698,0.0000
1.4295,0.0000,1897.0941,0.0000
1.4350,0.0000,1902.0137,0.0000
1.4405,0.0000,1906.9287,0.0000
1.4460,0.0000,1911.8395,0.0000
1.4515,0.0000,1916.7462,0.0000
1.4570,0.0000,1921.6492,0.0000
1.4625,0.0000,1926.5486,0.0000
1.4680,0.0000,1931.4448,0.0000
1.4735,0.0000,1936.3380,0.0000
1.4790,0.0000,1941.2285,0.0000
1.4845,0.0000,1946.1165,0.0000
1.4900,0.0000,1951.0022,0.0000
1.4955,0.0000,1955.8859,0.0000
1.5010,0.0000,1960.7676,0.0000
1.5065,0.0000,1965.6477,0.0000
1.5120,0.0000,1970.5265,0.0000
1.5175,0.0000,1975.4042,0.0000
1.5230,0.0000,1980.2808,0.0000
1.5285,0.0000,1985.1566,0.0000
1.5340,0.0000,1990.0319,0.0000
1.5395,0.0000,1994.9066,0.0000
1.5450,0.0000,1999.7815,0.0000
1.5505,0.0000,2004.6562,0.0000
1.5560,0.0000,2009.5311,0.0000
1.5615,0.0000,2014.4065,0.0000
1.5670,0.0000,2019.2823,0.0000
1.5725,0.0000,2024.1588,0.0000
1.5780,0.0000,2029.0364,0.0000
1.5835,0.0000,2033.9150,0.0000
1.5890,0.0000,2038.7947,0.0000
1.5945,0.0000,2043.6759,0.0000
1.6000,0.0000,2048.5588,0.0000
1.6055,0.0000,2053.4434,0.0000
1.6110,0.0000,2058.3298,0.0000
1.6165,0.0000,2063.2183,0.0000
1.6220,0.0000,2068.1089,0.0000
1.6275,0.0000,2073.0020,0.0000
1.6330,0.0000,2077.8975,0.0000
1.6385,0.0000,2082.7959,0.0000
1.6440,0.0000,2087.6968,0.0000
1.6495,0.0000,2092.6006,0.0000
1.6550,0.0000,2097.5078,0.0000
1.6605,0.0000,2102.4180,0.0000
1.6660,0.0000,2107.3313,0.0000
1.6715,0.0000,2112.2483,0.0000
1.6770,0.0000,2117.1689,0.0000
1.6825,0.0000,2122.0933,0.0000
1.6880,0.0000,2127.0215,0.0000
1.6935,0.0000,2131.9534,0.0000
1.6990,0.0000,2136.8896,0.0000
1.7045,0.0000,2141.8301,0.0000
1.7100,0.0000,2146.7747,0.0000
1.7155,0.0000,2151.7236,0.0000
1.7210,0.0000,2156.6775,0.0000
1.7265,0.0000,2161.6357,0.0000
1.7320,0.0000,2166.5989,0.0000
1.7375,0.0000,2171.5669,0.0000
1.7430,0.0000,2176.5400,0.0000
1.7485,0.0000,2181.5181,0.0000
1.7540,0.0000,2186.5012,0.0000
1.7595,0.0000,2191.4897,0.0000
1.7650,0.0000,2196.4839,0.0000
1.7705,0.0000,2201.4834,0.0000
1.7760,0.0000,2206.4883,0.0000
1.7815,0.0000,2211.4990,0.0000
1.7870,0.0000,2216.5156,0.0000
1.7925,0.0000,2221.5381,0.0000
1.7980,0.0000,2226.5664,0.0000
1.8035,0.0000,2231.6008,0.0000
1.8090,0.0000,2236.6414,0.0000
1.8145,0.0000,2241.6882,0.0000
1.8200,0.0000,2246.7412,0.0000
1.8255,0.0000,2251.8008,0.0000
1.8310,0.0000,2256.8667,0.0000
1.8365,0.0000,2261.9392,0.0000
1.8420,0.0000,2267.0183,0.0000
1.8475,0.0000,2272.1042,0.0000
1.8530,0.0000,2277.1970,0.0000
1.8585,0.0000,2282.2966,0.0000
1.8640,0.0000,2287.4033,0.0000
1.8695,0.0000,2292.5168,0.0000
1.8750,0.0000,2297.6375,0.0000
1.8805,0.0000,2302.7654,0.0000
1.8860,0.0000,2307.9006,0.0000
1.8915,0.0000,2313.0432,0.0000
1.8970,0.0000,2318.1929,0.0000
1.9025,0.0000,2323.3501,0.0000
1.9080,0.0000,2328.5151,0.0000
1.9135,0.0000,2333.6875,0.0000
1.9190,0.0000,2338.8677,0.0000
1.9245,0.0000,2344.0554,0.0000
1.9300,0.0000,2349.2510,0.0000
1.9355,0.0000,2354.4546,0.0000
1.9410,0.0000,2359.6660,0.0000
1.9465,0.0000,2364.8855,0.0000
1.9520,0.0000,2370.1130,0.0000
1.9575,0.0000,2375.3486,0.0000
1.9630,0.0000,2380.5923,0.0000
1.9685,0.0000,2385.8442,0.0000
1.9740,0.0000,2391.1045,0.0000
1.9795,0.0000,2396.3730,0.0000
1.9850,0.0000,2401.6501,0.0000
1.9905,0.0000,2406.9355,0.0000
1.9960,0.0000,2412.2295,0.0000
2.0015,0.0000,2417.5322,0.0000
2.0070,0.0000,2422.8435,0.0000
2.0125,0.0000,2428.1633,0.0000
2.0180,0.0000,2433.4917,0.0000
2.0235,0.0000,2438.8291,0.0000
2.0290,0.0000,2444.1750,0.0000
2.0345,0.0000,2449.5300,0.0000
2.0400,0.0000,2454.8943,0.0000
2.0455,0.0000,2460.2671,0.0000
2.0510,0.0000,2465.6489,0.0000
2.0565,0.0000,2471.0400,0.0000
2.0620,0.0000,2476.4399,0.0000
2.0675,0.0000,2481.8491,0.0000
2.0730,0.0000,2487.2676,0.0000
2.0785,0.0000,2492.6953,0.0000
2.0840,0.0000,2498.1323,0.0000
2.0895,0.0000,2503.5784,0.0000
2.0950,0.0000,2509.0342,0.0000
2.1005,0.0000,2514.4995,0.0000
2.1060,0.0000,2519.9739,0.0000
2.1115,0.0000,2525.4580,0.0000
2.1170,0.0000,2530.9514,0.0000
2.1225,0.0000,2536.4546,0.0000
2.1280,0.0000,2541.9675,0.0000
2.1335,0.0000,2547.4900,0.0000
2.1390,0.0000,2553.0222,0.0000
2.1445,0.0000,2558.5642,0.0000
2.1500,0.0000,2564.1160,0.0000
2.1555,0.0000,2569.6775,0.0000
2.1610,0.0000,2575.2488,0.0000
2.1665,0.0000,2580.8301,0.0000
2.1720,0.0000,2586.4214,0.0000
2.1775,0.0000,2592.0227,0.0000
2.1830,0.0000,2597.6340,0.0000
2.1885,0.0000,2603.2551,0.0000
2.1940,0.0000,2608.8865,0.0000
2.1995,0.0000,2614.5281,0.0000
2.2050,0.0000,2620.1797,0.0000
2.2105,0.0000,2625.8416,0.0000
2.2160,0.0000,2631.5134,0.0000
2.2215,0.0000,2637.1956,0.0000
2.2270,0.0000,2642.8882,0.0000
2.2325,0.0000,2648.5908,0.0000
2.2380,0.0000,2654.3040,0.0000
2.2435,0.0000,2660.0276,0.0000
2.2490,0.0000,2665.7617,0.0000
2.2545,0.0000,2671.5061,0.0000
2.2600,0.0000,2677.2610,0.0000
2.2655,0.0000,2683.0264,0.0000
2.2710,0.0000,2688.8022,0.0000
2.2765,0.0000,2694.5886,0.0000
2.2820,0.0000,2700.3857,0.0000
2.2875,0.0000,2706.1934,0.0000
2.2930,0.0000,2712.0117,0.0000
2.2985,0.0000,2717.8408,0.0000
2.3040,0.0000,2723.6802,0.0000
2.3095,0.0000,2729.5308,0.0000
2.3150,0.0000,2735.3918,0.0000
2.3205,0.0000,2741.2639,0.0000
2.3260,0.0000,2747.1467,0.0000
2.3315,0.0000,2753.0403,0.0000
2.3370,0.0000,2758.9446,0.0000
2.3425,0.0000,2764.8599,0.0000
2.3480,0.0000,2770.7864,0.0000
2.3535,0.0000,2776.7234,0.0000
2.3590,0.0000,2782.6716,0.0000
2.3645,0.0000,2788.6306,0.0000
2.3700,0.0000,2794.6008,0.0000
2.3755,0.0000,2800.5820,0.0000
2.3810,0.0000,2806.5742,0.0000
2.3865,0.0000,2812.5774,0.0000
2.3920,0.0000,2818.5918,0.0000
2.3975,0.0000,2824.6177,0.0000
2.4030,0.0000,2830.6543,0.0000
2.4085,0.0000,2836.7024,0.0000
2.4140,0.0000,2842.7615,0.0000
2.4195,0.0000,2848.8318,0.0000
2.4250,0.0000,2854.9133,0.0000
2.4305,0.0000,2861.0063,0.0000
2.4360,0.0000,2867.1104,0.0000
2.4415,0.0000,2873.2258,0.0000
2.4470,0.0000,2879.3525,0.0000
2.4525,0.0000,2885.4907,0.0000
2.4580,0.0000,2891.6404,0.0000
2.4635,0.0000,2897.8015,0.0000
2.4690,0.0000,2903.9739,0.0000
2.4745,0.0000,2910.1575,0.0000
2.4800,0.0000,2916.3525,0.0000
2.4855,0.0000,2922.5593,0.0000
2.4910,0.0000,2928.7776,0.0000
2.4965,0.0000,2935.0073,0.0000
2.5020,0.0000,2941.2488,0.0000
2.5075,0.0000,2947.5017,0.0000
2.5130,0.0000,2953.7661,0.0000
2.5185,0.0000,2960.0420,0.0000
2.5240,0.0000,2966.3296,0.0000
2.5295,0.0000,2972.6287,0.0000
2.5350,0.0000,2978.9395,0.0000
2.5405,0.0000,2985.2620,0.0000
2.5460,0.0000,2991.5962,0.0000
2.5515,0.0000,2997.9421,0.0000
2.5570,0.0000,3004.2996,0.0000
2.5625,0.0000,3010.6689,0.0000
2.5680,0.0000,3017.0500,0.0000
2.5735,0.0000,3023.4429,0.0000
2.5790,0.0000,3029.8477,0.0000
2.5845,0.0000,3036.2644,0.0000
2.5900,0.0000,3042.6926,0.0000
2.5955,0.0000,3049.1328,0.0000
2.6010,0.0000,3055.5850,0.0000
2.6065,0.0000,3062.0486,0.0000
2.6120,0.0000,3068.5247,0.0000
2.6175,0.0000,3075.0122,0.0000
2.6230,0.0000,3081.5117,0.0000
2.6285,0.0000,3088.0234,0.0000
2.6340,0.0000,3094.5469,0.0000
2.6395,0.0000,3101.0823,0.0000
2.6450,0.0000,3107.6299,0.0000
2.6505,0.0000,3114.1892,0.0000
2.6560,0.0000,3120.7607,0.0000
2.6615,0.0000,3127.3442,0.0000
2.6670,0.0000,3133.9397,0.0000
2.6725,0.0000,3140.5471,0.0000
2.6780,0.0000,3147.1670,0.0000
2.6835,0.0000,3153.7986,0.0000
2.6890,0.0000,3160.4421,0.0000
2.6945,0.0000,3167.0984,0.0000
2.7000,0.0000,3173.7664,0.0000
2.7055,0.0000,3180.4468,0.0000
2.7110,0.0000,3187.1392,0.0000
2.7165,0.0000,3193.8438,0.0000
2.7220,0.0000,3200.5605,0.0000
2.7275,0.0000,3207.2896,0.0000
2.7330,0.0000,3214.0308,0.0000
2.7385,0.0000,3220.7842,0.0000
2.7440,0.0000,3227.5498,0.0000
2.7495,0.0000,3234.3276,0.0000
2.7550,0.0000,3241.1179,0.0000
2.7605,0.0000,3247.9204,0.0000
2.7660,0.0000,3254.7351,0.0000
2.7715,0.0000,3261.5620,0.0000
2.7770,0.0000,3268.4014,0.0000
2.7825,0.0000,3275.2532,0.0000
2.7880,0.0000,3282.1172,0.0000
2.7935,0.0000,3288.9937,0.0000
2.7990,0.0000,3295.8826,0.0000
2.8045,0.0000,3302.7837,0.0000
2.8100,0.0000,3309.6970,0.0000
2.8155,0.0000,3316.6230,0.0000
2.8210,0.0000,3323.5615,0.0000
2.8265,0.0000,3330.5122,0.0000
2.8320,0.0000,3337.4756,0.0000
2.8375,0.0000,3344.4514,0.0000
2.8430,0.0000,3351.4395,0.0000
2.8485,0.0000,3358.4404,0.0000
2.8540,0.0000,3365.4534,0.0000
2.8595,0.0000,3372.4790,0.0000
2.8650,0.0000,3379.5171,0.0000
2.8705,0.0000,3386.5679,0.0000
2.8760,0.0000,3393.6309,0.0000
2.8815,0.0000,3400.7065,0.0000
2.8870,0.0000,3407.7949,0.0000
2.8925,0.0000,3414.8958,0.0000
2.8980,0.0000,3422.0093,0.0000
2.9035,0.0000,3429.1355,0.0000
2.9090,0.0000,3436.2739,0.0000
2.9145,0.0000,3443.4253,0.0000
2.9200,0.0000,3450.5894,0.0000
2.9255,0.0000,3457.7659,0.0000
2.9310,0.0000,3464.9551,0.0000
2.9365,0.0000,3472.1567,0.0000
2.9420,0.0000,3479.3711,0.0000
2.9475,0.0000,3486.5986,0.0000
2.9530,0.0000,3493.8384,0.0000
2.9585,0.0000,3501.0906,0.0000
2.9640,0.0000,3508.3560,0.0000
2.9695,0.0000,3515.6338,0.0000
2.9750,0.0000,3522.9243,0.0000
2.9805,0.0000,3530.2278,0.0000
2.9860,0.0000,3537.5439,0.0000
2.9915,0.0000,3544.8728,0.0000
2.9970,0.0000,3552.2146,0.0000
3.0025,0.0000,3559.5693,0.0000
3.0080,0.0000,3566.9363,0.0000
3.0135,0.0000,3574.3164,0.0000
3.0190,0.0000,3581.7092,0.0000
3.0245,0.0000,3589.1147,0.0000
3.0300,0.0000,3596.5332,0.0000
3.0355,0.0000,3603.9644,0.0000
3.0410,0.0000,3611.4084,0.0000
3.0465,0.0000,3618.8657,0.0000
3.0520,0.0000,3626.3357,0.0000
3.0575,0.0000,3633.8184,0.0000
3.0630,0.0000,3641.3140,0.0000
3.0685,0.0000,3648.8228,0.0000
